language,top1,top5,mrr,N,shifts_df
Botlikh,0.16,0.2,0.18198256034597257,25,"         source_concept  ... correct_top1
0                  fame  ...        False
1       grown-up, adult  ...        False
2              to carry  ...        False
3                  hair  ...         True
4              to carry  ...        False
5                market  ...        False
6               stomach  ...         True
7                 liver  ...        False
8                silver  ...        False
9     bowels, intestine  ...        False
10           to warm up  ...        False
11  to hear / to listen  ...        False
12               market  ...        False
13                  sea  ...         True
14        plant (biol.)  ...        False
15            nest (n.)  ...        False
16             to neigh  ...        False
17     glass (material)  ...         True
18                  eye  ...        False
19                 worm  ...        False
20         devil, satan  ...        False
21       to strike, hit  ...        False
22        plant (biol.)  ...        False
23                dirty  ...        False
24            to answer  ...        False

[25 rows x 4 columns]"
Bashkir,0.15873015873015872,0.20634920634920634,0.20095705490318663,63,"   source_concept  ... correct_top1
0       how many?  ...         True
1           honey  ...        False
2          strong  ...        False
3       horsehair  ...        False
4          garden  ...        False
..            ...  ...          ...
58          white  ...        False
59   lord, master  ...        False
60            sun  ...        False
61          white  ...         True
62   elder sister  ...        False

[63 rows x 4 columns]"
Maori,0.15625,0.25,0.19250848598049558,32,"              source_concept  ... correct_top1
0                    to read  ...        False
1                        sun  ...        False
2                        sun  ...        False
3                 to do, act  ...        False
4                   backbone  ...        False
5                        day  ...        False
6                        sun  ...        False
7                     stupid  ...         True
8                      mouse  ...        False
9                 cover, lid  ...        False
10     stone (piece of rock)  ...        False
11              sacred, holy  ...        False
12                   stomach  ...         True
13             little, small  ...        False
14                    father  ...        False
15                   dolphin  ...        False
16                      iron  ...        False
17                     liver  ...        False
18                     liver  ...        False
19                     cloud  ...        False
20             female breast  ...        False
21       to hear / to listen  ...        False
22                to do, act  ...        False
23                   to want  ...         True
24                      moon  ...        False
25         trunk (of a tree)  ...        False
26                     fruit  ...        False
27                    Sunday  ...         True
28               grandfather  ...         True
29                      hail  ...        False
30  below, down, bottom part  ...        False
31                     heart  ...        False

[32 rows x 4 columns]"
Oriya,0.15384615384615385,0.15384615384615385,0.15780033308351743,13,"           source_concept  ... correct_top1
0              to respect  ...         True
1                    iron  ...        False
2                   snake  ...        False
3                   snake  ...        False
4                   snake  ...        False
5   &lt;plant (biol.)&gt;  ...        False
6   &lt;plant (biol.)&gt;  ...        False
7                   noble  ...        False
8                daughter  ...        False
9                   liver  ...        False
10                  liver  ...        False
11          elder brother  ...        False
12              yesterday  ...         True

[13 rows x 4 columns]"
Koryak,0.1509433962264151,0.24528301886792453,0.1947685390223921,53,"          source_concept  ... correct_top1
0                  other  ...        False
1                   blue  ...        False
2               to strew  ...        False
3                  voice  ...         True
4             to breathe  ...        False
5                    bee  ...        False
6            long (size)  ...        False
7              beautiful  ...        False
8                 yellow  ...         True
9                  beard  ...         True
10                  leaf  ...        False
11                   sad  ...        False
12       to boil (intr.)  ...        False
13                   boy  ...         True
14                  iron  ...        False
15                   big  ...        False
16                   pit  ...        False
17                 elder  ...        False
18                   mud  ...        False
19                  weak  ...        False
20                 night  ...        False
21                  body  ...        False
22      to grow (plants)  ...         True
23                 dirty  ...        False
24            grandchild  ...        False
25                throat  ...        False
26                 arrow  ...        False
27             beautiful  ...        False
28                to dig  ...        False
29                shadow  ...         True
30              to enter  ...        False
31            to get dry  ...        False
32               to take  ...        False
33            to pass by  ...         True
34  light, bright, clear  ...        False
35   to hear / to listen  ...        False
36   to calculate, count  ...        False
37            lower part  ...        False
38                throat  ...        False
39                bitter  ...        False
40                 ashes  ...        False
41             to go out  ...        False
42                  calm  ...        False
43      nail (body part)  ...        False
44               to feed  ...        False
45                  nose  ...        False
46                  nose  ...        False
47                 aspen  ...        False
48           to equalize  ...         True
49                  worm  ...        False
50                 metal  ...        False
51    to undress (intr.)  ...        False
52   to hear / to listen  ...        False

[53 rows x 4 columns]"
Estonian,0.1506849315068493,0.1643835616438356,0.17173097480123287,73,"         source_concept  ... correct_top1
0             how many?  ...         True
1               soldier  ...        False
2                 house  ...        False
3                   sea  ...        False
4                  star  ...        False
..                  ...  ...          ...
68                 knot  ...        False
69                third  ...        False
70        second (num.)  ...        False
71  to search, look for  ...        False
72       sheet of paper  ...         True

[73 rows x 4 columns]"
Old Irish,0.14705882352941177,0.20588235294117646,0.17076857549388177,34,"                        source_concept  ... correct_top1
0                        old (vs. new)  ...        False
1                                thief  ...        False
2                           to deprive  ...        False
3                                 left  ...        False
4                                  eye  ...        False
5           &lt;religious festival&gt;  ...        False
6                                 tree  ...        False
7                        wild, untamed  ...        False
8                               cattle  ...        False
9                               to run  ...        False
10                       to give birth  ...        False
11                       country, land  ...        False
12                              mother  ...        False
13                              mother  ...        False
14                                yoke  ...        False
15                           to suffer  ...        False
16              plate (a serving dish)  ...        False
17                                blue  ...        False
18                                 dog  ...        False
19                 to calculate, count  ...        False
20                        lord, master  ...         True
21                             to work  ...        False
22                   to shine, glitter  ...        False
23               beaver (Castor fiber)  ...         True
24                      textile, cloth  ...        False
25                             to lick  ...         True
26  summer solstice, St John&#39;s Day  ...         True
27                    right (vs. left)  ...        False
28                               water  ...        False
29                               wheel  ...         True
30                          descendant  ...        False
31                          crown (n.)  ...        False
32                             history  ...        False
33                             to sing  ...        False

[34 rows x 4 columns]"
Alabama,0.14285714285714285,0.42857142857142855,0.2838529869241265,7,"        source_concept  ... correct_top1
0                  sun  ...        False
1                  sun  ...        False
2               father  ...        False
3               father  ...        False
4  to hear / to listen  ...        False
5                peach  ...         True
6               mirror  ...        False

[7 rows x 4 columns]"
North Frisian,0.14285714285714285,0.42857142857142855,0.25599791911977976,7,"    source_concept target_concept predicted_top1  correct_top1
0           summer           June         August         False
1            storm        October   thunderstorm         False
2           autumn      September      September          True
3  spring (season)          March         summer         False
4              hay           July         tonsil         False
5        Christmas       December        January         False
6            grass          April   to mow grass         False"
"Malto (Sauria Paharia, references do not distinguish from Kumarbhag Paharia)",0.14285714285714285,0.2857142857142857,0.22509747866142993,7,"        source_concept  ... correct_top1
0                  boy  ...        False
1                owner  ...        False
2               mother  ...        False
3      younger brother  ...        False
4           man (male)  ...        False
5                woman  ...         True
6  mistress of a house  ...        False

[7 rows x 4 columns]"
Saramaccan,0.14285714285714285,0.2857142857142857,0.18011860471460753,7,"            source_concept  ... correct_top1
0                     iron  ...        False
1               man (male)  ...        False
2                     meat  ...        False
3  child (son or daughter)  ...         True
4                     fire  ...        False
5         quiet (vs. loud)  ...        False
6                     moon  ...        False

[7 rows x 4 columns]"
Kubachi,0.14285714285714285,0.16666666666666666,0.16454381115192532,42,"          source_concept  ... correct_top1
0    lion (Panthera leo)  ...        False
1                   word  ...        False
2             mute, dumb  ...         True
3                 middle  ...        False
4              necessary  ...        False
5                   pure  ...        False
6                   sour  ...        False
7         to strike, hit  ...        False
8                    sun  ...        False
9                to meet  ...        False
10        to spoil (tr.)  ...        False
11                  hour  ...         True
12                 mouse  ...        False
13                 elder  ...        False
14                Friday  ...         True
15       stump (of tree)  ...        False
16                silver  ...        False
17      sty (on the eye)  ...        False
18            man (male)  ...        False
19            brick (n.)  ...        False
20           to catch up  ...        False
21     bowels, intestine  ...        False
22                  pure  ...        False
23                 woman  ...         True
24                animal  ...        False
25       to make, create  ...        False
26           naked, bare  ...        False
27                  moon  ...        False
28  to raise, lift (tr.)  ...        False
29                 bitch  ...        False
30   to cry (of animals)  ...         True
31           grandmother  ...        False
32      glass (material)  ...         True
33         lead, plumbum  ...        False
34     high (size), tall  ...        False
35               hundred  ...        False
36                tendon  ...        False
37                  weak  ...        False
38               weather  ...        False
39                donkey  ...        False
40                donkey  ...        False
41           slow (adj.)  ...        False

[42 rows x 4 columns]"
Hindi,0.14285714285714285,0.14285714285714285,0.16556819229278383,28,"             source_concept  ... correct_top1
0                      fame  ...        False
1                    to cut  ...        False
2                     liver  ...        False
3                       sun  ...        False
4                     horse  ...        False
5                    cowrie  ...        False
6                     horse  ...        False
7                     liver  ...        False
8                     belly  ...         True
9                   sibling  ...        False
10                  stomach  ...         True
11                  stomach  ...        False
12                    horse  ...        False
13                     tail  ...        False
14                    house  ...        False
15                    liver  ...        False
16                    liver  ...        False
17               brick (n.)  ...        False
18    beaver (Castor fiber)  ...         True
19  to turn, rotate (intr.)  ...        False
20                  atheist  ...        False
21                butterfly  ...        False
22                   father  ...        False
23                yesterday  ...         True
24                  hundred  ...        False
25                    forty  ...        False
26                  to read  ...        False
27                   father  ...        False

[28 rows x 4 columns]"
Maya,0.14285714285714285,0.14285714285714285,0.15345997920299154,7,"        source_concept      target_concept  predicted_top1  correct_top1
0           to prop up        to help, aid  to set upright         False
1  to calculate, count          to respect     to multiply         False
2    to see/to look at             to meet  to look inside         False
3  to calculate, count             to read     to multiply         False
4  to search, look for      to investigate  to investigate          True
5       to taste (tr.)  to try, to attempt      taste (n.)         False
6  to search, look for        to ask (for)  to investigate         False"
Indonesian,0.14074074074074075,0.22962962962962963,0.18257677818468987,135,"        source_concept  ... correct_top1
0                  end  ...        False
1         blood vessel  ...        False
2    to see/to look at  ...        False
3       to go upstream  ...        False
4          grandfather  ...        False
..                 ...  ...          ...
130               meat  ...        False
131            to fear  ...        False
132               rake  ...        False
133               rake  ...        False
134               rake  ...        False

[135 rows x 4 columns]"
Balinese,0.13953488372093023,0.32558139534883723,0.2077683528290072,43,"              source_concept  ... correct_top1
0                    to give  ...        False
1               ship, vessel  ...        False
2                        eye  ...        False
3                        sun  ...        False
4            younger brother  ...        False
5            younger brother  ...        False
6                      lotus  ...        False
7                      mouse  ...        False
8                      mouse  ...        False
9                      mouse  ...        False
10                      hair  ...         True
11                    father  ...        False
12           younger sibling  ...        False
13                  tamarind  ...        False
14                     sheep  ...         True
15                      word  ...        False
16                      word  ...        False
17                      word  ...        False
18   child (son or daughter)  ...        False
19            period of time  ...        False
20             little, small  ...        False
21                    father  ...        False
22                   garbage  ...        False
23                   rooster  ...        False
24                      iron  ...        False
25                      word  ...        False
26  to trust / to believe in  ...         True
27                      moon  ...        False
28                  tin (n.)  ...        False
29                      moon  ...        False
30                      moon  ...        False
31                      moon  ...        False
32               grandfather  ...         True
33               grandfather  ...         True
34             lead, plumbum  ...        False
35            land (vs. sea)  ...        False
36                      hair  ...        False
37                    father  ...        False
38       to calculate, count  ...        False
39             lead, plumbum  ...        False
40   shoulder-blade, scapula  ...         True
41                     hajji  ...        False
42                      rake  ...        False

[43 rows x 4 columns]"
Georgian,0.13793103448275862,0.13793103448275862,0.1563312964730228,29,"            source_concept  ... correct_top1
0                how many?  ...         True
1           to break (tr.)  ...        False
2                      sea  ...        False
3        to see/to look at  ...        False
4         pig (Sus scrofa)  ...        False
5                   sister  ...        False
6                     whip  ...        False
7            human, person  ...         True
8                   silver  ...        False
9                    elder  ...        False
10                     dog  ...        False
11                 to work  ...        False
12                    face  ...        False
13                 thunder  ...        False
14                   salad  ...         True
15                   black  ...        False
16      letter (character)  ...        False
17              cross (n.)  ...        False
18                    belt  ...        False
19                   blind  ...        False
20                  Sunday  ...         True
21                   fifth  ...        False
22           stopper, plug  ...        False
23  monster (supernatural)  ...        False
24         queen, princess  ...        False
25                   third  ...        False
26                 monarch  ...        False
27                     sun  ...        False
28                    face  ...        False

[29 rows x 4 columns]"
Nahuatl,0.13636363636363635,0.13636363636363635,0.14784125789622038,22,"         source_concept  ... correct_top1
0     to see/to look at  ...        False
1     to see/to look at  ...        False
2                  worm  ...         True
3       to grasp, seize  ...        False
4     to see/to look at  ...        False
5             breathing  ...        False
6                  deer  ...        False
7   to calculate, count  ...        False
8                to pay  ...        False
9                  deaf  ...        False
10    to see/to look at  ...        False
11  to calculate, count  ...        False
12  to hear / to listen  ...        False
13  to calculate, count  ...        False
14           to breathe  ...        False
15  to search, look for  ...         True
16       to taste (tr.)  ...        False
17     glass (material)  ...         True
18               cotton  ...        False
19  to calculate, count  ...        False
20              to fear  ...        False
21  to search, look for  ...        False

[22 rows x 4 columns]"
Lao,0.1346153846153846,0.27884615384615385,0.1921527261103819,104,"              source_concept  ... correct_top1
0             entada (plant)  ...        False
1                   hand/arm  ...        False
2              steam, vapour  ...        False
3                    Jupiter  ...        False
4                     father  ...        False
..                       ...  ...          ...
99              lord, master  ...        False
100  shoulder-blade, scapula  ...         True
101                     meat  ...        False
102                     rake  ...        False
103                     rake  ...        False

[104 rows x 4 columns]"
Serbian,0.13372093023255813,0.20930232558139536,0.17225952550390894,172,"        source_concept  ... correct_top1
0            how many?  ...         True
1              to read  ...        False
2                river  ...        False
3             to touch  ...        False
4                  raw  ...        False
..                 ...  ...          ...
167               body  ...        False
168              snake  ...        False
169  to see/to look at  ...        False
170               face  ...        False
171           carriage  ...        False

[172 rows x 4 columns]"
Malak-Malak,0.13333333333333333,0.13333333333333333,0.13748867890759744,15,"             source_concept  ... correct_top1
0   child (son or daughter)  ...        False
1                      tree  ...        False
2     to set (of Moon, Sun)  ...        False
3                       sun  ...        False
4                      head  ...        False
5                      tail  ...        False
6               long (size)  ...        False
7                   husband  ...         True
8        skin (of a person)  ...        False
9                to do, act  ...        False
10              hard, solid  ...        False
11                    ashes  ...        False
12                      big  ...        False
13                    salty  ...        False
14                    child  ...         True

[15 rows x 4 columns]"
Avestan,0.13333333333333333,0.13333333333333333,0.1583159407395648,15,"         source_concept  ... correct_top1
0     &lt;foreigner&gt;  ...        False
1          ten thousand  ...         True
2               to work  ...        False
3                behind  ...        False
4                   war  ...        False
5               evening  ...        False
6               to sail  ...        False
7                to fly  ...        False
8                to cut  ...        False
9                   ear  ...         True
10              to flow  ...        False
11            mist, fog  ...        False
12        plant (biol.)  ...        False
13  to hear / to listen  ...        False
14                snake  ...        False

[15 rows x 4 columns]"
Batsbi,0.1320754716981132,0.18867924528301888,0.1649076098213705,53,"                 source_concept  ... correct_top1
0                     how many?  ...         True
1                         smoke  ...        False
2                      to guess  ...        False
3                          blue  ...        False
4                   to swell up  ...        False
5   strong (of liquid or smell)  ...        False
6          back of the axe head  ...        False
7                       stomach  ...        False
8                     mist, fog  ...        False
9                          bird  ...         True
10                        voice  ...         True
11                        tooth  ...        False
12                         lost  ...        False
13            to live, be alive  ...        False
14            to see/to look at  ...        False
15              to grasp, seize  ...        False
16                       to put  ...        False
17                         hair  ...         True
18                      thunder  ...        False
19                         rain  ...        False
20                       to die  ...        False
21                        horse  ...        False
22                        horse  ...        False
23                      eyebrow  ...         True
24                          god  ...        False
25                         name  ...        False
26                        water  ...        False
27                     hand/arm  ...        False
28                     foot/leg  ...         True
29                       radish  ...        False
30             to pull, to draw  ...        False
31             to pull, to draw  ...        False
32                     to forge  ...        False
33          to hear / to listen  ...        False
34          to hear / to listen  ...        False
35               low (location)  ...        False
36              to make, create  ...        False
37                    side (n.)  ...        False
38                        first  ...        False
39          to cry (of animals)  ...         True
40                       broken  ...        False
41              to grasp, seize  ...        False
42                narrow, close  ...        False
43                      to gnaw  ...        False
44                     fishbone  ...        False
45                         deaf  ...        False
46                    to wither  ...        False
47                  to make sit  ...        False
48                  to make sit  ...        False
49                     to reach  ...        False
50                      to mill  ...        False
51                       bitter  ...        False
52                         frog  ...        False

[53 rows x 4 columns]"
Slovenian,0.1320754716981132,0.18867924528301888,0.16140876942653823,53,"                            source_concept  ... correct_top1
0                  child (son or daughter)  ...        False
1                                      sea  ...        False
2                 albumen, white of an egg  ...        False
3                                fireplace  ...         True
4                          &lt;numeral&gt;  ...        False
5                               light (n.)  ...        False
6                                    tears  ...        False
7                                      bed  ...        False
8                         pig (Sus scrofa)  ...        False
9                                    heart  ...        False
10                       root (of a plant)  ...         True
11                                    whip  ...        False
12                                   horse  ...        False
13                           lead, plumbum  ...        False
14                                  farmer  ...        False
15                             finger-ring  ...        False
16                                   sharp  ...        False
17                                     May  ...        False
18                           human, person  ...         True
19                                    bell  ...        False
20                                    rain  ...         True
21                                    sour  ...        False
22                                    tail  ...        False
23                                  middle  ...        False
24                                    road  ...        False
25                                flexible  ...        False
26                                flexible  ...        False
27                                   house  ...        False
28                        to grow (plants)  ...         True
29                             table, desk  ...        False
30                 child (son or daughter)  ...         True
31                            bow (weapon)  ...        False
32                                  to dig  ...        False
33                                   other  ...         True
34                             &lt;hat&gt;  ...        False
35                       &lt;foreigner&gt;  ...        False
36                              cross (n.)  ...        False
37                                     hen  ...        False
38                                to forge  ...        False
39                              cross (n.)  ...        False
40                         to burn (intr.)  ...        False
41                           idler, loafer  ...        False
42                     fox (Vulpes vulpes)  ...        False
43                                   quick  ...        False
44                                     ram  ...        False
45                                 to gnaw  ...        False
46                                     May  ...        False
47                                 to pray  ...        False
48  &lt;artiodactyl (even-toed animal)&gt;  ...        False
49                                 to hunt  ...        False
50                           plant (biol.)  ...        False
51                                    knot  ...        False
52                             firm, solid  ...        False

[53 rows x 4 columns]"
Slovak,0.13114754098360656,0.18032786885245902,0.1498760392024254,61,"                            source_concept  ... correct_top1
0                                    river  ...        False
1                                   sheath  ...        False
2                            clasp, buckle  ...        False
3                                     clay  ...        False
4                                      sea  ...        False
..                                     ...  ...          ...
56                                 to pray  ...        False
57                                  almond  ...        False
58  &lt;artiodactyl (even-toed animal)&gt;  ...        False
59                                 to hunt  ...        False
60                                    knot  ...        False

[61 rows x 4 columns]"
Catalan,0.13043478260869565,0.2463768115942029,0.18922604641074386,69,"          source_concept  ... correct_top1
0     letter (character)  ...         True
1                  dough  ...        False
2                diamond  ...         True
3     squirrel (Sciurus)  ...        False
4   to blow (about wind)  ...        False
..                   ...  ...          ...
64           caterpillar  ...         True
65                  knot  ...        False
66          &lt;bird&gt;  ...        False
67                smooth  ...        False
68                 horse  ...        False

[69 rows x 4 columns]"
Latvian,0.12857142857142856,0.21428571428571427,0.16263961472593888,70,"       source_concept  ... correct_top1
0           butterfly  ...         True
1              sheath  ...        False
2   heavy (of weight)  ...        False
3            hand/arm  ...        False
4          spawn, roe  ...        False
..                ...  ...          ...
65               fish  ...        False
66               knot  ...        False
67              third  ...        False
68      second (num.)  ...        False
69                ram  ...        False

[70 rows x 4 columns]"
Karelian,0.1282051282051282,0.1794871794871795,0.16245163131728788,39,"                      source_concept  ... correct_top1
0                          breathing  ...        False
1                              night  ...        False
2                 squirrel (Sciurus)  ...        False
3                 squirrel (Sciurus)  ...        False
4                 squirrel (Sciurus)  ...        False
5                       bear (Ursus)  ...        False
6                       bear (Ursus)  ...        False
7                              voice  ...         True
8                               fire  ...        False
9                               milk  ...        False
10                 to live, be alive  ...        False
11                               sun  ...        False
12                 to live, be alive  ...        False
13                            forest  ...        False
14                        man (male)  ...        False
15                               rye  ...        False
16                             house  ...        False
17                          foot/leg  ...         True
18                         beautiful  ...        False
19                             other  ...         True
20  hazel grouse (Tetrastes bonasia)  ...        False
21                          fly (n.)  ...        False
22                              tail  ...        False
23                        to warm up  ...        False
24               to hear / to listen  ...        False
25                  quiet (vs. loud)  ...        False
26                             grass  ...        False
27                           glutton  ...        False
28                               hay  ...        False
29                          nameless  ...        False
30                 to live, be alive  ...         True
31                              grey  ...         True
32                           old man  ...        False
33          below, down, bottom part  ...        False
34                               cow  ...        False
35                               cow  ...        False
36                               cow  ...        False
37                               cow  ...        False
38                              life  ...        False

[39 rows x 4 columns]"
Cham,0.125,0.3125,0.2042967711317294,16,"        source_concept  ... correct_top1
0   letter (character)  ...         True
1              to read  ...        False
2               to sit  ...        False
3               to sit  ...        False
4     to grow (plants)  ...        False
5                 body  ...        False
6         lord, master  ...         True
7                 iron  ...        False
8           man (male)  ...        False
9            to go out  ...        False
10                moon  ...        False
11               fruit  ...        False
12          to go down  ...        False
13        to ask (for)  ...        False
14              to sit  ...        False
15             to want  ...        False

[16 rows x 4 columns]"
Yegha,0.125,0.25,0.19779769269502906,8,"        source_concept  ... correct_top1
0                 lung  ...        False
1                  sun  ...        False
2               father  ...        False
3                  sun  ...        False
4               father  ...        False
5                 blue  ...         True
6                 lung  ...        False
7  to hear / to listen  ...        False

[8 rows x 4 columns]"
Kui,0.125,0.1875,0.18535933860770315,16,"                  source_concept  ... correct_top1
0                            boy  ...        False
1   uncle (father&#39;s brother)  ...        False
2                        to give  ...        False
3                    grandfather  ...        False
4             stone (of a fruit)  ...        False
5                          woman  ...        False
6                         mother  ...        False
7                     man (male)  ...        False
8                          woman  ...         True
9            engaged, bridegroom  ...         True
10                         house  ...        False
11                          girl  ...        False
12                        father  ...        False
13                         green  ...        False
14                        father  ...        False
15    aunt (father&#39;s sister)  ...        False

[16 rows x 4 columns]"
Yir Yoront,0.125,0.125,0.1322146993584327,8,"            source_concept  ... correct_top1
0        to see/to look at  ...        False
1        to see/to look at  ...        False
2        to see/to look at  ...        False
3                  old man  ...        False
4                     meat  ...        False
5  child (son or daughter)  ...         True
6                     deaf  ...        False
7                    liver  ...        False

[8 rows x 4 columns]"
Somali,0.125,0.125,0.17294807540374332,8,"        source_concept         target_concept   predicted_top1  correct_top1
0               trench   afterbirth, placenta             cave         False
1                liver         spleen (anat.)         pancreas         False
2               cattle  property, possessions           cowrie         False
3                empty                   zero           boring         False
4                 fire               to shoot  fire (accident)         False
5  to hear / to listen                to obey        to listen         False
6               number               quantity         quantity          True
7              to read        to learn, study         to write         False"
Croatian,0.12403100775193798,0.20155038759689922,0.16183031446210255,129,"         source_concept        target_concept  predicted_top1  correct_top1
0             how many?               several         several          True
1              to touch  to evoke (a feeling)           thumb         False
2                   raw          raw material           brass         False
3                strong                  good        strength         False
4               to bite            to quarrel         to lick         False
..                  ...                   ...             ...           ...
124  to try, to attempt        to fit, try on  to fit, try on          True
125                body           institution       body part         False
126   to see/to look at               to like  to look inside         False
127      sheet of paper             newspaper       newspaper          True
128                face         human, person           cheek         False

[129 rows x 4 columns]"
Tatar,0.11904761904761904,0.19047619047619047,0.15813498519865607,42,"             source_concept  ... correct_top1
0                 beautiful  ...        False
1                     white  ...        False
2                  mushroom  ...        False
3                       sun  ...        False
4                 partridge  ...        False
5                      bald  ...        False
6                     mouse  ...        False
7                    butter  ...        False
8                       cow  ...        False
9                    father  ...        False
10             &lt;tree&gt;  ...        False
11                     gold  ...        False
12                    white  ...        False
13                    white  ...        False
14                beautiful  ...        False
15                   middle  ...        False
16                   middle  ...        False
17         to grow (plants)  ...         True
18  child (son or daughter)  ...         True
19       squirrel (Sciurus)  ...        False
20                     wind  ...        False
21                     tomb  ...         True
22                beautiful  ...        False
23                    liver  ...        False
24                     wing  ...        False
25      to hear / to listen  ...        False
26      to calculate, count  ...        False
27                     face  ...        False
28                    white  ...        False
29                fisherman  ...        False
30          to grasp, seize  ...        False
31                 nameless  ...        False
32                 nameless  ...        False
33                     gold  ...         True
34                  rooster  ...        False
35        to live, be alive  ...         True
36                    aspen  ...        False
37                 forehead  ...        False
38                   willow  ...        False
39                  to read  ...        False
40                    white  ...        False
41             lord, master  ...        False

[42 rows x 4 columns]"
Portuguese,0.11805555555555555,0.2013888888888889,0.1657851850766868,144,"               source_concept  ... correct_top1
0                   butterfly  ...         True
1                       blind  ...        False
2    to follow, go after smb.  ...        False
3     &lt;foreign country&gt;  ...        False
4                  phosphorus  ...        False
..                        ...  ...          ...
139                 to defend  ...        False
140                    smooth  ...        False
141  albumen, white of an egg  ...        False
142                     horse  ...        False
143                       bed  ...        False

[144 rows x 4 columns]"
Chamalal,0.11764705882352941,0.17647058823529413,0.14532676762892213,17,"          source_concept           target_concept  predicted_top1  correct_top1
0      to see/to look at                  to wait  to look inside         False
1                  bread                     food            food          True
2                    sun                      day       suntanned         False
3              nest (n.)                   basket    brood, hatch         False
4      to see/to look at       to try, to attempt  to look inside         False
5                  liver                    brown        pancreas         False
6             man (male)            male (animal)   human, person         False
7   &lt;young animal&gt;  child (son or daughter)   male (animal)         False
8                   nose               front part          throat         False
9                  mouth                     beak   mother tongue         False
10                   eye               spectacles      spectacles          True
11   to hear / to listen                  to obey       to listen         False
12                   eye     headlight (of a car)      spectacles         False
13           dark (adj.)                    blind           black         False
14                  worm                    snake          insect         False
15               to read          to learn, study        to write         False
16       urinary bladder           spleen (anat.)           urine         False"
Archi,0.11764705882352941,0.17647058823529413,0.14943034679162814,17,"         source_concept   target_concept      predicted_top1  correct_top1
0            man (male)    male (animal)       human, person         False
1                  nose       front part              throat         False
2                  bone         foot/leg           cartilage         False
3                silver            money               metal         False
4            man (male)          husband       human, person         False
5                 paper    letter (text)       letter (text)          True
6   to hear / to listen          to obey           to listen         False
7       to make, create    to give birth  to make big, large         False
8                  moon            month             Jupiter         False
9                 mouth     edge, border       mother tongue         False
10              feather          eyelash             rooster         False
11                 nose             beak              throat         False
12      to hug, embrace          to kiss             to kiss          True
13            nest (n.)       spider web        brood, hatch         False
14             hand/arm     branch, twig                hand         False
15              to read  to learn, study            to write         False
16                 wing          feather           parachute         False"
Shan,0.11538461538461539,0.15384615384615385,0.13639036504158994,26,"              source_concept  ... correct_top1
0           glass (material)  ...        False
1                        sun  ...        False
2                        sun  ...        False
3          to perceive smell  ...        False
4                grandfather  ...        False
5                       comb  ...        False
6                      mouse  ...        False
7                       salt  ...        False
8                    eyebrow  ...         True
9   to follow, go after smb.  ...        False
10             little, small  ...        False
11                     green  ...        False
12                    middle  ...        False
13                   to kiss  ...        False
14                       red  ...        False
15                       eye  ...         True
16                    stable  ...        False
17                     smoke  ...        False
18       to hear / to listen  ...        False
19                      moon  ...        False
20                      moon  ...        False
21                  to throw  ...        False
22                  to throw  ...        False
23                      gold  ...         True
24             wild, untamed  ...        False
25                     green  ...        False

[26 rows x 4 columns]"
