language,top1,top5,mrr,N,shifts_df
Modern Mon,0.13793103448275862,0.3793103448275862,0.257505955969355,29,"             source_concept  ... correct_top1
0          glass (material)  ...        False
1   child (son or daughter)  ...        False
2                      word  ...        False
3                      iron  ...        False
4                      comb  ...        False
5                      aunt  ...        False
6                       sun  ...         True
7                      comb  ...        False
8                     mouse  ...        False
9                    bronze  ...        False
10                   bronze  ...        False
11                 to go up  ...        False
12                     word  ...        False
13                   middle  ...         True
14                   middle  ...         True
15                     comb  ...        False
16                      eye  ...        False
17                    smoke  ...        False
18      to hear / to listen  ...        False
19                      gas  ...        False
20                   mirror  ...        False
21                     moon  ...        False
22            steam, vapour  ...        False
23              grandfather  ...        False
24         glass (material)  ...         True
25                     gold  ...        False
26                     gold  ...        False
27                     meat  ...        False
28                     rake  ...        False

[29 rows x 4 columns]"
Hiligaynon,0.13333333333333333,0.26666666666666666,0.20038146749800792,30,"              source_concept  ... correct_top1
0                     father  ...        False
1                       lazy  ...         True
2                       aunt  ...        False
3                       aunt  ...        False
4                       aunt  ...        False
5                        sun  ...         True
6                      heart  ...        False
7           brain (cerebrum)  ...        False
8                      mouse  ...        False
9                      mouse  ...        False
10                     mouse  ...        False
11                    father  ...        False
12                    bronze  ...        False
13                       egg  ...        False
14                      word  ...        False
15                      word  ...        False
16        pellicle, membrane  ...        False
17                    pillow  ...        False
18                      iron  ...         True
19             wild, untamed  ...        False
20                     uncle  ...        False
21  to trust / to believe in  ...         True
22                   to want  ...        False
23                      moon  ...        False
24                  to throw  ...        False
25                  to throw  ...        False
26                  to throw  ...        False
27                  fortress  ...        False
28  to follow, go after smb.  ...        False
29  to follow, go after smb.  ...        False

[30 rows x 4 columns]"
Pashto,0.13333333333333333,0.2,0.1676299006270863,15,"         source_concept  ... correct_top1
0                cattle  ...        False
1                father  ...        False
2                 mouse  ...        False
3          to fall down  ...        False
4                middle  ...         True
5                flower  ...        False
6         to make noise  ...        False
7        &lt;animal&gt;  ...        False
8   to hear / to listen  ...        False
9               to milk  ...        False
10         to fall down  ...        False
11             to go up  ...         True
12                 fish  ...        False
13         to fall down  ...        False
14         to fall down  ...        False

[15 rows x 4 columns]"
Malak-Malak,0.13333333333333333,0.13333333333333333,0.14432658174550028,15,"             source_concept  ... correct_top1
0   child (son or daughter)  ...        False
1                      tree  ...        False
2     to set (of Moon, Sun)  ...        False
3                       sun  ...         True
4                      head  ...        False
5                      tail  ...        False
6               long (size)  ...        False
7                   husband  ...         True
8        skin (of a person)  ...        False
9                to do, act  ...        False
10              hard, solid  ...        False
11                    ashes  ...        False
12                      big  ...        False
13                    salty  ...        False
14                    child  ...        False

[15 rows x 4 columns]"
Oromo,0.13333333333333333,0.13333333333333333,0.13454101053039552,15,"         source_concept  ... correct_top1
0             to go out  ...        False
1                   son  ...         True
2                 guest  ...        False
3      to untie, unbind  ...        False
4         to draw water  ...        False
5   to search, look for  ...        False
6       sated with food  ...        False
7                  iron  ...         True
8                 heart  ...        False
9               to take  ...        False
10              to wait  ...        False
11        narrow, close  ...        False
12     right (vs. left)  ...        False
13                mouth  ...        False
14                 word  ...        False

[15 rows x 4 columns]"
Kazakh,0.12727272727272726,0.3090909090909091,0.20174702789858162,55,"             source_concept  ... correct_top1
0          back (body part)  ...        False
1                   stomach  ...        False
2      tailor&#39;s thimble  ...        False
3                    friend  ...        False
4                  to stand  ...        False
5                to do, act  ...        False
6                       sun  ...         True
7                       boy  ...         True
8                    father  ...        False
9                    butter  ...        False
10               mute, dumb  ...        False
11                   father  ...        False
12                    elder  ...        False
13                    white  ...        False
14                      cow  ...        False
15   to destroy, annihilate  ...        False
16                   mirror  ...        False
17                   father  ...        False
18                    white  ...        False
19                     cage  ...        False
20                   middle  ...         True
21                   middle  ...         True
22         to grow (plants)  ...         True
23  child (son or daughter)  ...        False
24       squirrel (Sciurus)  ...        False
25                     wind  ...        False
26                    salad  ...        False
27                    pearl  ...        False
28           box, container  ...        False
29         quiet (vs. loud)  ...        False
30                     moon  ...        False
31                    white  ...        False
32                    mouse  ...         True
33                fisherman  ...        False
34                     wind  ...        False
35                   to put  ...        False
36                 nameless  ...        False
37                   father  ...        False
38                  to flow  ...        False
39                 stallion  ...        False
40                     frog  ...         True
41                    forty  ...        False
42                  to gnaw  ...        False
43                     mane  ...        False
44                      May  ...        False
45                   almond  ...        False
46                  to read  ...        False
47                    white  ...        False
48                    white  ...        False
49                   father  ...        False
50                     knot  ...        False
51                     lung  ...        False
52                      sun  ...        False
53                    white  ...        False
54                    green  ...        False

[55 rows x 4 columns]"
Kali'na (Carib),0.125,0.625,0.3369733735945067,8,"     source_concept target_concept      predicted_top1  correct_top1
0          bathroom         toilet              vagina         False
1             white         silver               green         False
2          hand/arm           five       middle finger         False
3        man (male)  male (animal)             husband         False
4              iron          metal               metal          True
5             paper  letter (text)      sheet of paper         False
6  quiet (vs. loud)           calm                loud         False
7             smoke  steam, vapour  to smoke (tobacco)         False"
Itelmen,0.125,0.375,0.20090897276606257,16,"         source_concept  ... correct_top1
0                  blue  ...        False
1             to go out  ...        False
2           long (size)  ...        False
3             to defend  ...        False
4                   boy  ...         True
5           earth, soil  ...         True
6            man (male)  ...        False
7   to hear / to listen  ...        False
8   to calculate, count  ...        False
9   to calculate, count  ...        False
10           lower part  ...        False
11         to sink into  ...        False
12     nail (body part)  ...        False
13               father  ...        False
14         bow (weapon)  ...        False
15  to hear / to listen  ...        False

[16 rows x 4 columns]"
Nepali,0.125,0.25,0.1888118467902957,8,"            source_concept  ... correct_top1
0               to respect  ...         True
1           to fall asleep  ...        False
2  child (son or daughter)  ...        False
3       turmeric (Curcuma)  ...        False
4      to hear / to listen  ...        False
5      to hear / to listen  ...        False
6      to hear / to listen  ...        False
7                 to throw  ...        False

[8 rows x 4 columns]"
Colorado (Tsafiki),0.125,0.25,0.19040743658341058,8,"            source_concept        target_concept predicted_top1  correct_top1
0                mist, fog                 smoke  to understand         False
1                nest (n.)                basket            egg         False
2                    ready                enough          quick         False
3                  eyebrow               eyelash        eyelash          True
4  child (son or daughter)  child (young person)          child         False
5      to hear / to listen               to obey       to speak         False
6                mist, fog                 cloud  to understand         False
7                mist, fog                  dust  to understand         False"
Khinalug,0.125,0.25,0.19561755328491273,8,"     source_concept   target_concept      predicted_top1  correct_top1
0         nest (n.)           basket                 egg         False
1             early          shortly                 day         False
2         nest (n.)          beehive                 egg         False
3               dew             rain            umbrella         False
4             mouth    opening, hole  mouth (of a river)         False
5  glass (material)           mirror              mirror          True
6        many, much             very             several         False
7           to read  to learn, study             to obey         False"
Irish Gaelic,0.125,0.2361111111111111,0.18435851614928522,72,"              source_concept  ... correct_top1
0         letter (character)  ...         True
1          light (of weight)  ...        False
2                naked, bare  ...        False
3         squirrel (Sciurus)  ...        False
4                   hand/arm  ...        False
..                       ...  ...          ...
67  below, down, bottom part  ...        False
68                    bishop  ...         True
69                    father  ...        False
70                       cow  ...        False
71                       bed  ...        False

[72 rows x 4 columns]"
Karakhanid Uighur,0.125,0.16666666666666666,0.1533274090259029,24,"          source_concept  ... correct_top1
0               to carry  ...        False
1                monarch  ...        False
2                 yellow  ...        False
3                    sun  ...         True
4         &lt;animal&gt;  ...        False
5                   bald  ...        False
6                   bald  ...        False
7            to stand up  ...        False
8         &lt;animal&gt;  ...        False
9      root (of a plant)  ...        False
10            to do, act  ...        False
11          branch, twig  ...        False
12            man (male)  ...        False
13  to cool down (intr.)  ...         True
14   lion (Panthera leo)  ...        False
15                 liver  ...        False
16            to pass by  ...         True
17        box, container  ...        False
18         to burn (tr.)  ...        False
19      to untie, unbind  ...        False
20         plant (biol.)  ...        False
21        to strike, hit  ...        False
22        to strike, hit  ...        False
23     root (of a plant)  ...        False

[24 rows x 4 columns]"
Kilivila,0.125,0.125,0.1380694485288545,8,"        source_concept  ... correct_top1
0    to see/to look at  ...        False
1              to give  ...        False
2      to grasp, seize  ...        False
3               to pay  ...        False
4                 deaf  ...        False
5                 iron  ...         True
6  to calculate, count  ...        False
7       to taste (tr.)  ...        False

[8 rows x 4 columns]"
Yegha,0.125,0.125,0.1711249210222574,8,"        source_concept  ... correct_top1
0                 lung  ...        False
1                  sun  ...         True
2               father  ...        False
3                  sun  ...        False
4               father  ...        False
5                 blue  ...        False
6                 lung  ...        False
7  to hear / to listen  ...        False

[8 rows x 4 columns]"
Tofa,0.12195121951219512,0.1951219512195122,0.163047851955184,41,"             source_concept  ... correct_top1
0                    strong  ...        False
1                  to shoot  ...        False
2           can, to be able  ...        False
3         fearful, dreadful  ...        False
4               earth, soil  ...        False
5                     voice  ...        False
6           to spring, jump  ...        False
7                light (n.)  ...        False
8                     blood  ...        False
9                       sun  ...         True
10                     bald  ...        False
11                      eye  ...        False
12  to care for, look after  ...        False
13                    white  ...        False
14                    cheek  ...        False
15            calf of a leg  ...        False
16                    water  ...        False
17                   middle  ...         True
18                   middle  ...         True
19                    owner  ...        False
20                old woman  ...        False
21                   shadow  ...        False
22               man (male)  ...         True
23               finger/toe  ...        False
24                  vehicle  ...        False
25          to remain, stay  ...        False
26                    woman  ...         True
27                 to clean  ...        False
28              soft (adj.)  ...        False
29    transversal, crosscut  ...        False
30                     soul  ...        False
31                     tree  ...        False
32                   silent  ...        False
33                 nameless  ...        False
34  to care for, look after  ...        False
35                     face  ...        False
36              to make sit  ...        False
37                    white  ...        False
38                    white  ...        False
39                    black  ...        False
40        root (of a plant)  ...        False

[41 rows x 4 columns]"
Kubachi,0.11904761904761904,0.23809523809523808,0.16576790361021448,42,"          source_concept  ... correct_top1
0    lion (Panthera leo)  ...        False
1                   word  ...        False
2             mute, dumb  ...         True
3                 middle  ...        False
4              necessary  ...        False
5                   pure  ...        False
6                   sour  ...        False
7         to strike, hit  ...        False
8                    sun  ...         True
9                to meet  ...        False
10        to spoil (tr.)  ...        False
11                  hour  ...        False
12                 mouse  ...        False
13                 elder  ...        False
14                Friday  ...        False
15       stump (of tree)  ...        False
16                silver  ...        False
17      sty (on the eye)  ...        False
18            man (male)  ...         True
19            brick (n.)  ...        False
20           to catch up  ...        False
21     bowels, intestine  ...        False
22                  pure  ...        False
23                 woman  ...         True
24                animal  ...        False
25       to make, create  ...        False
26           naked, bare  ...        False
27                  moon  ...        False
28  to raise, lift (tr.)  ...        False
29                 bitch  ...        False
30   to cry (of animals)  ...        False
31           grandmother  ...        False
32      glass (material)  ...         True
33         lead, plumbum  ...        False
34     high (size), tall  ...        False
35               hundred  ...        False
36                tendon  ...        False
37                  weak  ...        False
38               weather  ...        False
39                donkey  ...        False
40                donkey  ...        False
41           slow (adj.)  ...        False

[42 rows x 4 columns]"
Tatar,0.11904761904761904,0.21428571428571427,0.16560017049159256,42,"             source_concept  ... correct_top1
0                 beautiful  ...        False
1                     white  ...        False
2                  mushroom  ...        False
3                       sun  ...         True
4                 partridge  ...        False
5                      bald  ...        False
6                     mouse  ...        False
7                    butter  ...        False
8                       cow  ...        False
9                    father  ...        False
10             &lt;tree&gt;  ...        False
11                     gold  ...        False
12                    white  ...        False
13                    white  ...        False
14                beautiful  ...        False
15                   middle  ...         True
16                   middle  ...         True
17         to grow (plants)  ...         True
18  child (son or daughter)  ...        False
19       squirrel (Sciurus)  ...        False
20                     wind  ...        False
21                     tomb  ...        False
22                beautiful  ...        False
23                    liver  ...        False
24                     wing  ...        False
25      to hear / to listen  ...        False
26      to calculate, count  ...        False
27                     face  ...        False
28                    white  ...        False
29                fisherman  ...        False
30          to grasp, seize  ...        False
31                 nameless  ...        False
32                 nameless  ...        False
33                     gold  ...        False
34                  rooster  ...        False
35        to live, be alive  ...         True
36                    aspen  ...        False
37                 forehead  ...        False
38                   willow  ...        False
39                  to read  ...        False
40                    white  ...        False
41             lord, master  ...        False

[42 rows x 4 columns]"
Middle English,0.11764705882352941,0.29411764705882354,0.2139359587372494,17,"             source_concept  ... correct_top1
0          pig (Sus scrofa)  ...        False
1                    curved  ...        False
2                     horse  ...        False
3                    mallow  ...         True
4         to make scratches  ...        False
5                     cloud  ...        False
6                   stomach  ...        False
7                  to plant  ...         True
8   child (son or daughter)  ...        False
9   child (son or daughter)  ...        False
10             cone (fruit)  ...        False
11                      bed  ...        False
12            genuine, true  ...        False
13              metal spike  ...        False
14                    white  ...        False
15                   mallow  ...        False
16                    child  ...        False

[17 rows x 4 columns]"
Shan,0.11538461538461539,0.23076923076923078,0.17923300689585972,26,"              source_concept  ... correct_top1
0           glass (material)  ...        False
1                        sun  ...        False
2                        sun  ...         True
3          to perceive smell  ...        False
4                grandfather  ...        False
5                       comb  ...        False
6                      mouse  ...        False
7                       salt  ...        False
8                    eyebrow  ...         True
9   to follow, go after smb.  ...        False
10             little, small  ...        False
11                     green  ...        False
12                    middle  ...         True
13                   to kiss  ...        False
14                       red  ...        False
15                       eye  ...        False
16                    stable  ...        False
17                     smoke  ...        False
18       to hear / to listen  ...        False
19                      moon  ...        False
20                      moon  ...        False
21                  to throw  ...        False
22                  to throw  ...        False
23                      gold  ...        False
24             wild, untamed  ...        False
25                     green  ...        False

[26 rows x 4 columns]"
Telugu,0.11363636363636363,0.25,0.17431692746011102,44,"                  source_concept  ... correct_top1
0                         mother  ...        False
1        child (son or daughter)  ...        False
2        child (son or daughter)  ...        False
3                            boy  ...        False
4                          house  ...        False
5                      side (n.)  ...        False
6                         yellow  ...        False
7                            sun  ...         True
8                            sun  ...         True
9                          belly  ...        False
10                        father  ...        False
11                        father  ...        False
12            stone (of a fruit)  ...        False
13                        mother  ...        False
14                          sour  ...        False
15                         woman  ...        False
16          &lt;young animal&gt;  ...        False
17                        mother  ...        False
18                     difficult  ...        False
19                          tail  ...        False
20           to calculate, count  ...        False
21                        middle  ...         True
22            turmeric (Curcuma)  ...        False
23                 little, small  ...        False
24                        mother  ...        False
25                      to reach  ...        False
26           to hear / to listen  ...        False
27                        mother  ...        False
28           mistress of a house  ...         True
29           mistress of a house  ...         True
30                      to throw  ...        False
31           to search, look for  ...        False
32                        father  ...        False
33  uncle (mother&#39;s brother)  ...        False
34                        mother  ...        False
35       &lt;foreign country&gt;  ...        False
36           to calculate, count  ...        False
37                       abdomen  ...        False
38    aunt (father&#39;s sister)  ...        False
39                       to read  ...        False
40    aunt (mother&#39;s sister)  ...        False
41                  elder sister  ...        False
42    aunt (father&#39;s sister)  ...        False
43                         green  ...        False

[44 rows x 4 columns]"
Slovenian,0.11320754716981132,0.24528301886792453,0.16798229484372576,53,"                            source_concept  ... correct_top1
0                  child (son or daughter)  ...        False
1                                      sea  ...        False
2                 albumen, white of an egg  ...        False
3                                fireplace  ...         True
4                          &lt;numeral&gt;  ...        False
5                               light (n.)  ...        False
6                                    tears  ...        False
7                                      bed  ...        False
8                         pig (Sus scrofa)  ...         True
9                                    heart  ...        False
10                       root (of a plant)  ...         True
11                                    whip  ...        False
12                                   horse  ...        False
13                           lead, plumbum  ...        False
14                                  farmer  ...        False
15                             finger-ring  ...        False
16                                   sharp  ...        False
17                                     May  ...        False
18                           human, person  ...        False
19                                    bell  ...        False
20                                    rain  ...        False
21                                    sour  ...        False
22                                    tail  ...        False
23                                  middle  ...         True
24                                    road  ...        False
25                                flexible  ...        False
26                                flexible  ...        False
27                                   house  ...        False
28                        to grow (plants)  ...         True
29                             table, desk  ...        False
30                 child (son or daughter)  ...        False
31                            bow (weapon)  ...         True
32                                  to dig  ...        False
33                                   other  ...        False
34                             &lt;hat&gt;  ...        False
35                       &lt;foreigner&gt;  ...        False
36                              cross (n.)  ...        False
37                                     hen  ...        False
38                                to forge  ...        False
39                              cross (n.)  ...        False
40                         to burn (intr.)  ...        False
41                           idler, loafer  ...        False
42                     fox (Vulpes vulpes)  ...        False
43                                   quick  ...        False
44                                     ram  ...        False
45                                 to gnaw  ...        False
46                                     May  ...        False
47                                 to pray  ...        False
48  &lt;artiodactyl (even-toed animal)&gt;  ...        False
49                                 to hunt  ...        False
50                           plant (biol.)  ...        False
51                                    knot  ...        False
52                             firm, solid  ...        False

[53 rows x 4 columns]"
Kichwa,0.1111111111111111,0.5555555555555556,0.2504323527719023,9,"        source_concept  ... correct_top1
0                 iron  ...        False
1                 word  ...        False
2                  lip  ...        False
3               father  ...        False
4              eyebrow  ...         True
5           light (n.)  ...        False
6  to hear / to listen  ...        False
7                smoke  ...        False
8               father  ...        False

[9 rows x 4 columns]"
Cebuano,0.1111111111111111,0.3333333333333333,0.19134238536506476,9,"            source_concept  target_concept         predicted_top1  correct_top1
0  child (son or daughter)          sprout                  child         False
1                    belly            womb               pregnant         False
2                      air            wind                    day         False
3                     star        starfish              Milky Way         False
4    stone (piece of rock)          anchor                   gold         False
5                   silver           money                  metal         False
6                butterfly  butterfly fish       butterfly stroke         False
7                     iron           metal                  metal          True
8                 shoulder       upper arm  neck (of bottle etc.)         False"
Tongan,0.1111111111111111,0.3333333333333333,0.23444782262954597,9,"        source_concept target_concept              predicted_top1  correct_top1
0            lightning    electricity                       cloud         False
1               orphan    poor, needy                       child         False
2               stupid         insane                        fool         False
3                 bone         needle               sacrum (bone)         False
4                 iron          metal                       metal          True
5           to squeeze        to milk                       mouth         False
6        female breast          udder  term of address to a woman         False
7       unripe (fruit)          young          stone (of a fruit)         False
8  to hear / to listen        to obey                    to speak         False"
Mojave,0.1111111111111111,0.1111111111111111,0.12811479164999548,9,"  source_concept target_concept predicted_top1  correct_top1
0            day        weather       tomorrow         False
1            sun            day            day          True
2         fourth       Thursday  second (num.)         False
3          fifth         Friday  second (num.)         False
4          first         Monday      beginning         False
5            sun   watch, clock            day         False
6            sun        weather            day         False
7          third      Wednesday  second (num.)         False
8  second (num.)        Tuesday       tomorrow         False"
Hindi,0.10714285714285714,0.2857142857142857,0.17690346157836362,28,"             source_concept  ... correct_top1
0                      fame  ...        False
1                    to cut  ...        False
2                     liver  ...        False
3                       sun  ...         True
4                     horse  ...        False
5                    cowrie  ...        False
6                     horse  ...        False
7                     liver  ...        False
8                     belly  ...        False
9                   sibling  ...        False
10                  stomach  ...         True
11                  stomach  ...        False
12                    horse  ...        False
13                     tail  ...        False
14                    house  ...        False
15                    liver  ...        False
16                    liver  ...        False
17               brick (n.)  ...        False
18    beaver (Castor fiber)  ...         True
19  to turn, rotate (intr.)  ...        False
20                  atheist  ...        False
21                butterfly  ...        False
22                   father  ...        False
23                yesterday  ...        False
24                  hundred  ...        False
25                    forty  ...        False
26                  to read  ...        False
27                   father  ...        False

[28 rows x 4 columns]"
Cantonese Chinese,0.10526315789473684,0.3157894736842105,0.19715160258034026,19,"          source_concept  ... correct_top1
0              butterfly  ...         True
1                diamond  ...        False
2                 twelve  ...        False
3                   pear  ...         True
4                  heart  ...        False
5                 silver  ...        False
6           bear (Ursus)  ...        False
7           to smell bad  ...        False
8                  sheep  ...        False
9                   nine  ...        False
10                 seven  ...        False
11     bowels, intestine  ...        False
12                 sixth  ...        False
13                 blind  ...        False
14             jackfruit  ...        False
15          bear (Ursus)  ...        False
16               hundred  ...        False
17  square (geometrical)  ...        False
18                shield  ...        False

[19 rows x 4 columns]"
Sanskrit,0.10181818181818182,0.2109090909090909,0.14553838743106093,275,"                   source_concept  ... correct_top1
0                     hard, solid  ...        False
1               to see/to look at  ...        False
2                    to fall down  ...        False
3                    to fall down  ...        False
4         child (son or daughter)  ...        False
..                            ...  ...          ...
270  Amorphophallus paeoniifolius  ...        False
271                           ram  ...        False
272                      opposite  ...        False
273                          head  ...        False
274                          salt  ...        False

[275 rows x 4 columns]"
Gurindji,0.1,0.4,0.2752765043000029,10,"            source_concept  ... correct_top1
0                   orphan  ...        False
1                   stupid  ...        False
2         glass (material)  ...        False
3  child (son or daughter)  ...        False
4                    paper  ...        False
5                     moon  ...        False
6                      yam  ...        False
7                   Sunday  ...        False
8                      yam  ...        False
9                    tooth  ...         True

[10 rows x 4 columns]"
Abaza,0.1,0.24,0.16675933662453984,50,"                  source_concept  ... correct_top1
0                          heart  ...        False
1                    to swell up  ...        False
2              heavy (of weight)  ...        False
3                           head  ...        False
4   shuttle (weaving instrument)  ...        False
5                          belly  ...        False
6                          mouth  ...        False
7           to raise, lift (tr.)  ...        False
8              light (of weight)  ...        False
9                      cast iron  ...        False
10                    to precede  ...        False
11             root (of a plant)  ...        False
12                        cattle  ...        False
13                        cattle  ...        False
14  eggplant (Solanum melongena)  ...        False
15                         tribe  ...        False
16                        bronze  ...        False
17             heavy (of weight)  ...        False
18                        honest  ...        False
19                        basket  ...        False
20                      to ripen  ...        False
21                          body  ...        False
22                           lip  ...        False
23                          nose  ...        False
24                         blunt  ...        False
25                         water  ...        False
26                          weak  ...        False
27                          head  ...        False
28             root (of a plant)  ...        False
29                      foot/leg  ...         True
30                       buttock  ...        False
31                      fly (n.)  ...        False
32                    man (male)  ...         True
33                    to pass by  ...         True
34                unripe (fruit)  ...        False
35           to hear / to listen  ...        False
36                         woman  ...         True
37                to shed leaves  ...        False
38                 steam, vapour  ...        False
39                          head  ...        False
40                          pure  ...        False
41                          door  ...         True
42                         blind  ...        False
43                         berry  ...        False
44                        to sit  ...        False
45                          head  ...        False
46                        bitter  ...        False
47                         brave  ...        False
48                          head  ...        False
49             root (of a plant)  ...        False

[50 rows x 4 columns]"
Hittite,0.1,0.2,0.1398877079381078,10,"           source_concept  target_concept        predicted_top1  correct_top1
0                 to read        to speak               to obey         False
1          to strike, hit         to kill               to kill          True
2               mist, fog           smoke         to understand         False
3                   heart     to be angry          blood vessel         False
4  &lt;name of person&gt;         monarch         human, person         False
5  &lt;name of person&gt;         monarch         human, person         False
6                    womb    to feel pity  afterbirth, placenta         False
7                   white          silver                 green         False
8          to strike, hit  to defeat, win               to kill         False
9               mist, fog           cloud         to understand         False"
Aromanian,0.1,0.2,0.15032168624879713,10,"    source_concept  ... correct_top1
0  Saint Demetrius  ...        False
1       nut, hazel  ...        False
2         to marry  ...        False
3            liver  ...        False
4    little, small  ...        False
5     sweet cherry  ...        False
6             cold  ...        False
7             frog  ...         True
8       St. Andrew  ...        False
9              May  ...        False

[10 rows x 4 columns]"
Egyptian,0.1,0.2,0.17576265918699735,10,"             source_concept  ... correct_top1
0                   to give  ...        False
1                       sun  ...         True
2         to see/to look at  ...        False
3  to follow, go after smb.  ...        False
4       to hear / to listen  ...        False
5          to untie, unbind  ...        False
6       to search, look for  ...        False
7       to calculate, count  ...        False
8                   to fear  ...        False
9       to search, look for  ...        False

[10 rows x 4 columns]"
Lakota,0.1,0.1,0.10267410088884484,10,"        source_concept target_concept predicted_top1  correct_top1
0                 bull       November  calf of a leg         False
1        country, land          world     motherland         False
2               winter       December        weather         False
3               winter       November        weather         False
4                  sun           moon            day         False
5          earth, soil  country, land  country, land          True
6                earth           year            day         False
7                 leaf        October  plant (biol.)         False
8                 leaf      September  plant (biol.)         False
9  to hear / to listen        to obey       to speak         False"
Modern Greek,0.09836065573770492,0.2540983606557377,0.17348022615557854,122,"              source_concept  ... correct_top1
0         letter (character)  ...         True
1                  butterfly  ...         True
2                     sheath  ...        False
3    &lt;rural foot-wear&gt;  ...        False
4                  to go out  ...        False
..                       ...  ...          ...
117             &lt;bird&gt;  ...        False
118      to search, look for  ...        False
119      to hear / to listen  ...        False
120           sheet of paper  ...        False
121                     face  ...        False

[122 rows x 4 columns]"
Portuguese,0.09722222222222222,0.24305555555555555,0.1664538335915418,144,"               source_concept  ... correct_top1
0                   butterfly  ...         True
1                       blind  ...        False
2    to follow, go after smb.  ...        False
3     &lt;foreign country&gt;  ...        False
4                  phosphorus  ...        False
..                        ...  ...          ...
139                 to defend  ...        False
140                    smooth  ...        False
141  albumen, white of an egg  ...        False
142                     horse  ...        False
143                       bed  ...        False

[144 rows x 4 columns]"
Maori,0.09375,0.25,0.1693640760426074,32,"              source_concept  ... correct_top1
0                    to read  ...        False
1                        sun  ...        False
2                        sun  ...        False
3                 to do, act  ...        False
4                   backbone  ...        False
5                        day  ...        False
6                        sun  ...         True
7                     stupid  ...        False
8                      mouse  ...        False
9                 cover, lid  ...        False
10     stone (piece of rock)  ...        False
11              sacred, holy  ...        False
12                   stomach  ...         True
13             little, small  ...        False
14                    father  ...        False
15                   dolphin  ...        False
16                      iron  ...         True
17                     liver  ...        False
18                     liver  ...        False
19                     cloud  ...        False
20             female breast  ...        False
21       to hear / to listen  ...        False
22                to do, act  ...        False
23                   to want  ...        False
24                      moon  ...        False
25         trunk (of a tree)  ...        False
26                     fruit  ...        False
27                    Sunday  ...        False
28               grandfather  ...        False
29                      hail  ...        False
30  below, down, bottom part  ...        False
31                     heart  ...        False

[32 rows x 4 columns]"
Soqotri,0.09375,0.125,0.1093197192498061,32,"           source_concept  ... correct_top1
0       to see/to look at  ...        False
1                 saffron  ...        False
2            blood vessel  ...        False
3             shape, form  ...        False
4              to go away  ...        False
5   to turn, rotate (tr.)  ...        False
6                   penis  ...         True
7         to grasp, seize  ...        False
8                     sun  ...         True
9         sated with food  ...        False
10        to return (tr.)  ...        False
11            to go, walk  ...        False
12                  mouse  ...        False
13                   hair  ...        False
14               to reach  ...        False
15               tamarind  ...        False
16        to spring, jump  ...        False
17        to spring, jump  ...        False
18       to lie (posture)  ...        False
19                  water  ...        False
20               to throw  ...        False
21      to see/to look at  ...        False
22             man (male)  ...         True
23               to greet  ...        False
24      to see/to look at  ...        False
25                to flow  ...        False
26            to stand up  ...        False
27                 to fly  ...        False
28                  water  ...        False
29      to return (intr.)  ...        False
30       to break (intr.)  ...        False
31                   life  ...        False

[32 rows x 4 columns]"
Wintu,0.09090909090909091,0.36363636363636365,0.213097386532824,11,"    source_concept target_concept predicted_top1  correct_top1
0   colored leaves        October          green         False
1           summer           July          month         False
2              sun            day            day          True
3              hot         August    electricity         False
4            earth           year            day         False
5           autumn      September          month         False
6             foam           lung           acid         False
7             cold       December        weather         False
8        yesterday       tomorrow            day         False
9              sun   watch, clock            day         False
10           heart      breathing   blood vessel         False"
